entry_time,exit_time,entry_price,exit_price,direction,size,pnl,pnl_pct,duration
2025-04-18,2025-06-03,134.1405383377075,155.26549858093261,long,70.82124552149278,1496.095996017219,15.748378905444413,46 days
2025-07-09,2025-08-05,157.36015015411377,164.01438732910157,long,69.27941981717244,461.00169080901526,4.228667275972247,27 days
2025-08-07,2025-09-27,175.57317057037352,203.4815365829468,long,64.46668397621805,1799.1598120251865,15.895575572229589,51 days
2025-10-02,2025-10-10,234.97430099487303,188.56953220367433,long,55.34480702021797,-2568.262973566726,-19.74886981032501,8 days
2026-01-05,2026-01-22,138.05896996307374,128.2242011642456,long,76.3622140385077,-751.0047200353504,-7.123600010530719,17 days
2026-03-16,2026-03-27,96.27183622741698,82.97731993103028,long,101.8960190305981,-1354.658285539216,-13.809351537641698,11 days
2026-04-17,2026-04-29,88.91859784698485,82.9853572921753,long,95.6542293104758,-567.5395525839681,-6.672665447356409,12 days
2026-05-06,2026-05-20,89.18959204101562,85.99891781234741,long,89.14331838723272,-284.42728863610756,-3.577406461508317,14 days
2026-07-02,2026-07-25,80.68430392456054,74.39135169601441,long,95.0075028502025,-597.8776767897843,-7.799475142563056,23 days
2026-07-27,2026-07-27,76.45820816802978,76.38178816986084,long,92.6471327095165,-7.0800937120192,-0.09995002498750505,0 days
