entry_time,exit_time,entry_price,exit_price,direction,size,pnl,pnl_pct,duration
2024-09-09,2024-10-02,135.09313231658936,140.31536630249025,long,70.32185750003077,367.2371941883398,3.8656546756667347,23 days
2024-10-14,2024-11-01,157.5238519592285,166.17899967193605,long,62.40627268109747,540.1355082544051,5.494499788481398,18 days
2024-11-07,2024-11-26,196.43276202392576,230.8627060928345,long,52.55953259326153,1809.6217674739796,17.52759759327475,19 days
2025-01-01,2025-01-10,193.97067038726806,187.4853882675171,long,61.979572919448174,-401.9550160442982,-3.3434344000579617,9 days
2025-01-15,2025-01-28,206.01430210876464,227.09036225128176,long,56.393665711147555,1188.5562901851515,10.230386884202863,13 days
2025-03-02,2025-03-09,178.58474640655515,126.372214717865,long,71.2481176296534,-3720.044599497801,-29.23683726594783,7 days
2025-03-14,2025-04-03,133.3811408843994,117.00292404556275,long,68.74392706157556,-1125.9029437676554,-12.279259819071084,20 days
2025-04-11,2025-05-04,121.59314533996582,143.91107121276858,long,66.47729883510723,1483.6354276260806,18.354592119813514,23 days
2025-05-08,2025-05-17,164.04276530456542,165.8478664932251,long,57.76463225750145,104.27100635050498,1.1003845157744603,9 days
2025-06-11,2025-06-12,161.13639035797118,152.71327801513672,long,59.30891362680083,-499.5656424100088,-5.227318499640065,1 days
2025-06-28,2025-07-28,150.90297420501707,182.45029415893555,long,60.06875322775992,1895.0081773091154,20.90569792949092,30 days
2025-08-10,2025-08-19,182.9944666442871,176.02421803283693,long,59.268395251142294,-413.1154497021538,-3.808994194889643,9 days
2025-08-22,2025-09-01,200.7477694015503,197.0097832336426,long,51.97125822862206,-194.26784438734884,-1.8620312340461003,10 days
2025-09-02,2025-09-05,209.586277633667,203.39677063751225,long,48.805300915943,-302.0807514686676,-2.9532024071601275,3 days
2025-09-09,2025-09-21,217.35931198883054,236.45716698455814,long,45.65158294451773,871.8473113998308,8.786306333500441,12 days
2025-10-03,2025-10-10,233.1184693679809,188.56953220367433,long,46.03397605666219,-2050.7647067714374,-19.109998999686905,7 days
2025-10-25,2025-11-03,194.13739494323727,166.00765289306642,long,45.1469032629279,-1269.9707431501784,-14.489605188323221,9 days
2025-11-24,2025-12-17,138.44053882598877,123.05824448013307,long,54.483922016178965,-838.0877255695125,-11.111119962621855,23 days
2025-12-21,2025-12-25,126.05449660491944,119.88714710617066,long,53.4139222159889,-329.4223264049853,-4.892605710114817,4 days
2025-12-26,2026-01-19,122.25705134582519,133.2720299911499,long,52.41116093979278,577.3078185284944,9.009687804564292,24 days
2026-02-15,2026-03-27,86.04809898376465,82.97731993103028,long,80.69153829890266,-247.78588554118312,-3.568677389739608,40 days
2026-04-08,2026-04-28,82.62298640441894,83.99695908737183,long,81.03071796087197,111.3339929582987,1.6629424119671035,20 days
2026-05-06,2026-05-16,89.18959204101562,86.49321552276612,long,76.10687277828261,-205.21278463676285,-3.0231963803685877,10 days
2026-06-14,2026-07-12,71.20176656341552,76.83540341186524,long,92.41746337454306,520.6464271070787,7.912214991789781,28 days
