entry_time,exit_time,entry_price,exit_price,direction,size,pnl,pnl_pct,duration
2024-08-23,2024-09-06,64126.40264648437,53921.77952929688,long,0.14814490768134211,-1511.7629496186303,-15.9132942065119,14 days
2024-09-18,2025-02-24,61680.50452734375,91372.4627890625,long,0.13046604327137123,3873.7923113851466,48.138319375380476,159 days
2025-04-22,2025-06-05,93488.6115703125,101525.1651484375,long,0.12523818749164584,1006.4834038038769,8.596291508812001,44 days
2025-07-09,2025-08-01,111382.21796484374,113263.42589453126,long,0.1134947904201785,213.50729971666254,1.6889661240910947,23 days
2025-08-13,2025-08-25,123405.73453125,110069.28938671875,long,0.10388424948910162,-1385.4465946922016,-10.8069898009108,12 days
2025-09-16,2025-09-25,116901.60909375,108994.76441796876,long,0.09820819644589449,-776.5169551862983,-6.763674800609707,9 days
2025-10-01,2025-11-04,118708.25415234374,101539.72817578126,long,0.09032168426871393,-1550.6901826142896,-14.462790392426566,34 days
2026-01-04,2026-01-25,91459.19893359374,86528.932640625,long,0.10091795440469166,-497.552388956807,-5.3906729453736855,21 days
2026-03-04,2026-05-22,72746.9334140625,75450.49806640626,long,0.1201443964706297,324.81814347516894,3.716396726932193,79 days
2026-07-14,2026-07-27,64988.59133789062,65152.4855859375,long,0.1389751435455664,22.77722664860825,0.25218926071925346,13 days
