entry_time,exit_time,entry_price,exit_price,direction,size,pnl,pnl_pct,duration
2024-09-09,2024-09-30,57048.04492382812,63297.835250000004,long,0.1665263027450743,1040.7544759493355,10.9553102731509,21 days
2024-10-11,2024-10-21,62476.312388671875,67334.16763671875,long,0.16757836106373758,814.0714207525712,7.775515331035594,10 days
2025-01-01,2025-01-26,94466.96769140624,102631.15875,long,0.1187968705172972,969.8803480662383,8.64237654506239,25 days
2025-02-18,2025-05-06,95587.3166484375,96754.07532421875,long,0.12681099309092278,147.9578263732707,1.2206208069136393,77 days
2025-06-06,2025-07-07,104442.53892187499,108245.70163671876,long,0.11718320101843069,445.666780919338,3.6413924384666743,31 days
2025-08-06,2025-09-21,115085.514,115248.440703125,long,0.10981935711583535,17.892505794190676,0.14157012247866885,46 days
2025-09-28,2025-10-07,112178.7019453125,121390.65712109375,long,0.11260234297417542,1037.2877361660517,8.211857523785682,9 days
2025-10-21,2026-01-07,108531.1290703125,91262.40066015626,long,0.1252361668252064,-2162.6693520335084,-15.911313701499038,78 days
2026-02-08,2026-04-12,70299.85892578124,70718.029546875,long,0.16378007823134413,68.48801703678504,0.5948384925426908,63 days
2026-05-31,2026-07-15,73616.47734375,64680.018812500006,long,0.1569871216734776,-1402.9089027753291,-12.139209662969145,45 days
